"Region","Source VM","OS","CPU policy","Status","Recommended VM","Source hourly","Recommended hourly","Monthly saving","Saving %","Currency","Confidence","Explanation"
"uksouth","Standard_F4alds_v7","linux","any-compatible","recommended","Standard_F4als_v7","0.2523","0.2129","28.762","15.61633","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 15.6% lower PAYG price."
"uksouth","Standard_F4als_v6","linux","same-vendor","recommended","Standard_B4als_v2","0.2129","0.1144","71.905","46.265853","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 46.3% lower PAYG price."
"uksouth","Standard_F4als_v6","linux","prefer-same-vendor","recommended","Standard_B4als_v2","0.2129","0.1144","71.905","46.265853","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 46.3% lower PAYG price."
"uksouth","Standard_F4als_v6","linux","any-compatible","recommended","Standard_B4als_v2","0.2129","0.1144","71.905","46.265853","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 46.3% lower PAYG price."
"uksouth","Standard_F4als_v7","linux","same-vendor","recommended","Standard_F4alds_v7","0.2129","0.2523","-28.762","-18.506341","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 18.5% higher PAYG price."
"uksouth","Standard_F4als_v7","linux","prefer-same-vendor","recommended","Standard_F4alds_v7","0.2129","0.2523","-28.762","-18.506341","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 18.5% higher PAYG price."
"uksouth","Standard_F4als_v7","linux","any-compatible","recommended","Standard_F4alds_v7","0.2129","0.2523","-28.762","-18.506341","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 18.5% higher PAYG price."
"uksouth","Standard_F4amds_v7","linux","same-vendor","recommended","Standard_F4ams_v7","0.3841","0.3152","50.297","17.938037","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 17.9% lower PAYG price."
"uksouth","Standard_F4amds_v7","linux","prefer-same-vendor","recommended","Standard_F4ams_v7","0.3841","0.3152","50.297","17.938037","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 17.9% lower PAYG price."
"uksouth","Standard_F4amds_v7","linux","any-compatible","recommended","Standard_F4ams_v7","0.3841","0.3152","50.297","17.938037","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 17.9% lower PAYG price."
"uksouth","Standard_F4ams_v6","linux","same-vendor","recommended","Standard_E4as_v6","0.3152","0.2099","76.869","33.40736","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.4% lower PAYG price."
"uksouth","Standard_F4ams_v6","linux","prefer-same-vendor","recommended","Standard_E4as_v6","0.3152","0.2099","76.869","33.40736","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.4% lower PAYG price."
"uksouth","Standard_F4ams_v6","linux","any-compatible","recommended","Standard_E4as_v6","0.3152","0.2099","76.869","33.40736","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.4% lower PAYG price."
"uksouth","Standard_F4ams_v7","linux","same-vendor","recommended","Standard_F4amds_v7","0.3152","0.3841","-50.297","-21.859137","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 21.9% higher PAYG price."
"uksouth","Standard_F4ams_v7","linux","prefer-same-vendor","recommended","Standard_F4amds_v7","0.3152","0.3841","-50.297","-21.859137","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 21.9% higher PAYG price."
"uksouth","Standard_F4ams_v7","linux","any-compatible","recommended","Standard_F4amds_v7","0.3152","0.3841","-50.297","-21.859137","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 21.9% higher PAYG price."
"uksouth","Standard_F4as_v6","linux","same-vendor","recommended","Standard_B4as_v2","0.2409","0.1288","81.833","46.533831","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 46.5% lower PAYG price."
"uksouth","Standard_F4as_v6","linux","prefer-same-vendor","recommended","Standard_B4as_v2","0.2409","0.1288","81.833","46.533831","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 46.5% lower PAYG price."
"uksouth","Standard_F4as_v6","linux","any-compatible","recommended","Standard_B4as_v2","0.2409","0.1288","81.833","46.533831","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 46.5% lower PAYG price."
"uksouth","Standard_F4as_v7","linux","same-vendor","recommended","Standard_F4ads_v7","0.2409","0.3023","-44.822","-25.487754","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 25.5% higher PAYG price."
"uksouth","Standard_F4as_v7","linux","prefer-same-vendor","recommended","Standard_F4ads_v7","0.2409","0.3023","-44.822","-25.487754","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 25.5% higher PAYG price."
"uksouth","Standard_F4as_v7","linux","any-compatible","recommended","Standard_F4ads_v7","0.2409","0.3023","-44.822","-25.487754","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 25.5% higher PAYG price."
"uksouth","Standard_F4s","linux","same-vendor","source-price-missing","Standard_DC4ds_v3","","0.397","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F4s","linux","prefer-same-vendor","source-price-missing","Standard_DC4ds_v3","","0.397","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F4s","linux","any-compatible","source-price-missing","Standard_DC4ds_v3","","0.397","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F4s_v2","linux","same-vendor","recommended","Standard_D4lds_v5","0.153","0.1742","-15.476","-13.856209","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 13.9% higher PAYG price."
"uksouth","Standard_F4s_v2","linux","prefer-same-vendor","recommended","Standard_D4lds_v5","0.153","0.1742","-15.476","-13.856209","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 13.9% higher PAYG price."
"uksouth","Standard_F4s_v2","linux","any-compatible","recommended","Standard_D4lds_v5","0.153","0.1742","-15.476","-13.856209","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 13.9% higher PAYG price."
"uksouth","Standard_F64-16amds_v7","linux","same-vendor","source-price-missing","Standard_E64-16as_v7","","3.36","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F64-16amds_v7","linux","prefer-same-vendor","source-price-missing","Standard_E64-16as_v7","","3.36","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F64-16amds_v7","linux","any-compatible","source-price-missing","Standard_E64-16as_v7","","3.36","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F64-16ams_v7","linux","same-vendor","source-price-missing","Standard_E64-16as_v7","","3.36","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F64-16ams_v7","linux","prefer-same-vendor","source-price-missing","Standard_E64-16as_v7","","3.36","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F64-16ams_v7","linux","any-compatible","source-price-missing","Standard_E64-16as_v7","","3.36","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F64-32amds_v7","linux","same-vendor","source-price-missing","Standard_E64-32as_v7","","3.36","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F64-32amds_v7","linux","prefer-same-vendor","source-price-missing","Standard_E64-32as_v7","","3.36","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F64-32amds_v7","linux","any-compatible","source-price-missing","Standard_E64-32as_v7","","3.36","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F64-32ams_v7","linux","same-vendor","source-price-missing","Standard_E64-32as_v7","","3.36","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F64-32ams_v7","linux","prefer-same-vendor","source-price-missing","Standard_E64-32as_v7","","3.36","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F64-32ams_v7","linux","any-compatible","source-price-missing","Standard_E64-32as_v7","","3.36","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F64ads_v7","linux","same-vendor","recommended","Standard_D64as_v7","4.8335","2.5599","1659.728","47.038378","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 47.0% lower PAYG price."
"uksouth","Standard_F64ads_v7","linux","prefer-same-vendor","recommended","Standard_D64as_v7","4.8335","2.5599","1659.728","47.038378","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 47.0% lower PAYG price."
"uksouth","Standard_F64ads_v7","linux","any-compatible","recommended","Standard_D64as_v7","4.8335","2.5599","1659.728","47.038378","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 47.0% lower PAYG price."
"uksouth","Standard_F64alds_v7","linux","same-vendor","recommended","Standard_D64als_v7","4.0312","2.2645","1289.691","43.82566","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 43.8% lower PAYG price."
"uksouth","Standard_F64alds_v7","linux","prefer-same-vendor","recommended","Standard_D64als_v7","4.0312","2.2645","1289.691","43.82566","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 43.8% lower PAYG price."
"uksouth","Standard_F64alds_v7","linux","any-compatible","recommended","Standard_D64als_v7","4.0312","2.2645","1289.691","43.82566","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 43.8% lower PAYG price."
"uksouth","Standard_F64als_v6","linux","same-vendor","recommended","Standard_D64als_v6","3.4085","2.2645","835.12","33.563151","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.6% lower PAYG price."
"uksouth","Standard_F64als_v6","linux","prefer-same-vendor","recommended","Standard_D64als_v6","3.4085","2.2645","835.12","33.563151","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.6% lower PAYG price."
"uksouth","Standard_F64als_v6","linux","any-compatible","recommended","Standard_D64als_v6","3.4085","2.2645","835.12","33.563151","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.6% lower PAYG price."
"uksouth","Standard_F64als_v7","linux","same-vendor","recommended","Standard_D64als_v7","3.4085","2.2645","835.12","33.563151","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.6% lower PAYG price."
"uksouth","Standard_F64als_v7","linux","prefer-same-vendor","recommended","Standard_D64als_v7","3.4085","2.2645","835.12","33.563151","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.6% lower PAYG price."
"uksouth","Standard_F64als_v7","linux","any-compatible","recommended","Standard_D64als_v7","3.4085","2.2645","835.12","33.563151","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.6% lower PAYG price."
"uksouth","Standard_F64amds_v7","linux","same-vendor","recommended","Standard_E64as_v7","6.1427","3.36","2031.371","45.300926","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 45.3% lower PAYG price."
"uksouth","Standard_F64amds_v7","linux","prefer-same-vendor","recommended","Standard_E64as_v7","6.1427","3.36","2031.371","45.300926","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 45.3% lower PAYG price."
"uksouth","Standard_F64amds_v7","linux","any-compatible","recommended","Standard_E64as_v7","6.1427","3.36","2031.371","45.300926","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 45.3% lower PAYG price."
"uksouth","Standard_F64ams_v6","linux","same-vendor","recommended","Standard_E64as_v6","5.0426","3.36","1228.298","33.367707","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.4% lower PAYG price."
"uksouth","Standard_F64ams_v6","linux","prefer-same-vendor","recommended","Standard_E64as_v6","5.0426","3.36","1228.298","33.367707","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.4% lower PAYG price."
"uksouth","Standard_F64ams_v6","linux","any-compatible","recommended","Standard_E64as_v6","5.0426","3.36","1228.298","33.367707","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.4% lower PAYG price."
"uksouth","Standard_F64ams_v7","linux","same-vendor","recommended","Standard_E64as_v7","5.0426","3.36","1228.298","33.367707","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.4% lower PAYG price."
"uksouth","Standard_F64ams_v7","linux","prefer-same-vendor","recommended","Standard_E64as_v7","5.0426","3.36","1228.298","33.367707","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.4% lower PAYG price."
"uksouth","Standard_F64ams_v7","linux","any-compatible","recommended","Standard_E64as_v7","5.0426","3.36","1228.298","33.367707","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.4% lower PAYG price."
"uksouth","Standard_F64as_v6","linux","same-vendor","recommended","Standard_D64as_v6","3.8501","2.5599","941.846","33.510818","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.5% lower PAYG price."
"uksouth","Standard_F64as_v6","linux","prefer-same-vendor","recommended","Standard_D64as_v6","3.8501","2.5599","941.846","33.510818","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.5% lower PAYG price."
"uksouth","Standard_F64as_v6","linux","any-compatible","recommended","Standard_D64as_v6","3.8501","2.5599","941.846","33.510818","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.5% lower PAYG price."
"uksouth","Standard_F64as_v7","linux","same-vendor","recommended","Standard_D64as_v7","3.8501","2.5599","941.846","33.510818","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.5% lower PAYG price."
"uksouth","Standard_F64as_v7","linux","prefer-same-vendor","recommended","Standard_D64as_v7","3.8501","2.5599","941.846","33.510818","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.5% lower PAYG price."
"uksouth","Standard_F64as_v7","linux","any-compatible","recommended","Standard_D64as_v7","3.8501","2.5599","941.846","33.510818","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 33.5% lower PAYG price."
"uksouth","Standard_F64s_v2","linux","same-vendor","recommended","Standard_D64lds_v5","2.4486","2.788","-247.762","-13.860982","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 13.9% higher PAYG price."
"uksouth","Standard_F64s_v2","linux","prefer-same-vendor","recommended","Standard_D64lds_v5","2.4486","2.788","-247.762","-13.860982","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 13.9% higher PAYG price."
"uksouth","Standard_F64s_v2","linux","any-compatible","recommended","Standard_D64lds_v5","2.4486","2.788","-247.762","-13.860982","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 13.9% higher PAYG price."
"uksouth","Standard_F72s_v2","linux","same-vendor","recommended","Standard_D96lds_v5","2.7546","4.182","-1042.002","-51.818776","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 51.8% higher PAYG price."
"uksouth","Standard_F72s_v2","linux","prefer-same-vendor","recommended","Standard_D96lds_v5","2.7546","4.182","-1042.002","-51.818776","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 51.8% higher PAYG price."
"uksouth","Standard_F72s_v2","linux","any-compatible","recommended","Standard_D96lds_v5","2.7546","4.182","-1042.002","-51.818776","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 51.8% higher PAYG price."
"uksouth","Standard_F8","linux","same-vendor","recommended","Standard_D4_v2","0.344","0.5318","-137.094","-54.593023","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved and 54.6% higher PAYG price."
"uksouth","Standard_F8","linux","prefer-same-vendor","recommended","Standard_D4_v2","0.344","0.5318","-137.094","-54.593023","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved and 54.6% higher PAYG price."
"uksouth","Standard_F8","linux","any-compatible","recommended","Standard_D4_v2","0.344","0.5318","-137.094","-54.593023","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved and 54.6% higher PAYG price."
"uksouth","Standard_F8-2amds_v7","linux","same-vendor","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F8-2amds_v7","linux","prefer-same-vendor","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F8-2amds_v7","linux","any-compatible","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F8-2ams_v7","linux","same-vendor","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F8-2ams_v7","linux","prefer-same-vendor","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F8-2ams_v7","linux","any-compatible","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F8-4amds_v7","linux","same-vendor","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F8-4amds_v7","linux","prefer-same-vendor","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F8-4amds_v7","linux","any-compatible","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F8-4ams_v7","linux","same-vendor","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F8-4ams_v7","linux","prefer-same-vendor","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F8-4ams_v7","linux","any-compatible","source-price-missing","Standard_F8ams_v7","","0.6303","","","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, Premium SSD supported and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_F80ads_v7","linux","same-vendor","recommended","Standard_F80as_v7","6.0419","4.8123","897.608","20.351214","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 20.4% lower PAYG price."
"uksouth","Standard_F80ads_v7","linux","prefer-same-vendor","recommended","Standard_F80as_v7","6.0419","4.8123","897.608","20.351214","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 20.4% lower PAYG price."
"uksouth","Standard_F80ads_v7","linux","any-compatible","recommended","Standard_F80as_v7","6.0419","4.8123","897.608","20.351214","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 20.4% lower PAYG price."
"uksouth","Standard_F80alds_v7","linux","same-vendor","recommended","Standard_F80als_v7","5.0388","4.2608","567.94","15.440184","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 15.4% lower PAYG price."
"uksouth","Standard_F80alds_v7","linux","prefer-same-vendor","recommended","Standard_F80als_v7","5.0388","4.2608","567.94","15.440184","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 15.4% lower PAYG price."
"uksouth","Standard_F80alds_v7","linux","any-compatible","recommended","Standard_F80als_v7","5.0388","4.2608","567.94","15.440184","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 15.4% lower PAYG price."
"uksouth","Standard_F80als_v7","linux","same-vendor","recommended","Standard_F80alds_v7","4.2608","5.0388","-567.94","-18.259482","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 18.3% higher PAYG price."
"uksouth","Standard_F80als_v7","linux","prefer-same-vendor","recommended","Standard_F80alds_v7","4.2608","5.0388","-567.94","-18.259482","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 18.3% higher PAYG price."
"uksouth","Standard_F80als_v7","linux","any-compatible","recommended","Standard_F80alds_v7","4.2608","5.0388","-567.94","-18.259482","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 18.3% higher PAYG price."
"uksouth","Standard_F80amds_v7","linux","same-vendor","recommended","Standard_L80s_v4","7.6783","6.1214","1136.537","20.276624","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 20.3% lower PAYG price."
"uksouth","Standard_F80amds_v7","linux","prefer-same-vendor","recommended","Standard_L80s_v4","7.6783","6.1214","1136.537","20.276624","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 20.3% lower PAYG price."
"uksouth","Standard_F80amds_v7","linux","any-compatible","recommended","Standard_L80s_v4","7.6783","6.1214","1136.537","20.276624","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 20.3% lower PAYG price."
"uksouth","Standard_F80ams_v7","linux","same-vendor","recommended","Standard_L80s_v4","6.3033","6.1214","132.787","2.88579","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 2.9% lower PAYG price."
"uksouth","Standard_F80ams_v7","linux","prefer-same-vendor","recommended","Standard_L80s_v4","6.3033","6.1214","132.787","2.88579","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 2.9% lower PAYG price."
"uksouth","Standard_F80ams_v7","linux","any-compatible","recommended","Standard_L80s_v4","6.3033","6.1214","132.787","2.88579","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 2.9% lower PAYG price."
"uksouth","Standard_F80as_v7","linux","same-vendor","recommended","Standard_F80ads_v7","4.8123","6.0419","-897.608","-25.551192","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 25.6% higher PAYG price."
"uksouth","Standard_F80as_v7","linux","prefer-same-vendor","recommended","Standard_F80ads_v7","4.8123","6.0419","-897.608","-25.551192","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 25.6% higher PAYG price."
"uksouth","Standard_F80as_v7","linux","any-compatible","recommended","Standard_F80ads_v7","4.8123","6.0419","-897.608","-25.551192","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 25.6% higher PAYG price."
"uksouth","Standard_F8ads_v7","linux","same-vendor","recommended","Standard_F8as_v7","0.6038","0.4811","89.571","20.321298","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 20.3% lower PAYG price."
"uksouth","Standard_F8ads_v7","linux","prefer-same-vendor","recommended","Standard_F8as_v7","0.6038","0.4811","89.571","20.321298","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 20.3% lower PAYG price."
"uksouth","Standard_F8ads_v7","linux","any-compatible","recommended","Standard_F8as_v7","0.6038","0.4811","89.571","20.321298","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 20.3% lower PAYG price."
"uksouth","Standard_F8alds_v7","linux","same-vendor","recommended","Standard_F8als_v7","0.5038","0.4258","56.94","15.482334","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 15.5% lower PAYG price."
"uksouth","Standard_F8alds_v7","linux","prefer-same-vendor","recommended","Standard_F8als_v7","0.5038","0.4258","56.94","15.482334","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 15.5% lower PAYG price."
"uksouth","Standard_F8alds_v7","linux","any-compatible","recommended","Standard_F8als_v7","0.5038","0.4258","56.94","15.482334","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 15.5% lower PAYG price."
"uksouth","Standard_F8als_v6","linux","same-vendor","recommended","Standard_B8als_v2","0.4258","0.228","144.394","46.453734","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 46.5% lower PAYG price."
"uksouth","Standard_F8als_v6","linux","prefer-same-vendor","recommended","Standard_B8als_v2","0.4258","0.228","144.394","46.453734","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 46.5% lower PAYG price."
"uksouth","Standard_F8als_v6","linux","any-compatible","recommended","Standard_B8als_v2","0.4258","0.228","144.394","46.453734","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 46.5% lower PAYG price."
"uksouth","Standard_F8als_v7","linux","same-vendor","recommended","Standard_F8alds_v7","0.4258","0.5038","-56.94","-18.318459","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 18.3% higher PAYG price."
"uksouth","Standard_F8als_v7","linux","prefer-same-vendor","recommended","Standard_F8alds_v7","0.4258","0.5038","-56.94","-18.318459","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 18.3% higher PAYG price."
